Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0471-CHN,2016,0471,,Technological,Technological,Industrial accident,Explosion,,Coal mine,China,CHN,Eastern Asia,Asia,Chifeng (Inner Mongolia),,,,,,,,,m3,,,,,2016,11,29,2016,11,29,32,,,,,,,,,,,"88,57345288",,,,
2016-0570-CHN,2016,0570,,Technological,Technological,Industrial accident,Explosion,,Coal mine,China,CHN,Eastern Asia,Asia,Chifeng (Inner Mongolia),,,,,,,,,m3,,,,,2016,12,3,2016,12,3,32,,,,,,,,,,,"88,57345288",,,,
2016-0441-CHN,2016,0441,,Technological,Technological,Industrial accident,Collapse,,Platform,China,CHN,Eastern Asia,Asia,Fengcheng (Jiangxi province),,,,,,,,,m3,,,,,2016,11,24,2016,11,24,68,2,,,2,,,,,,,"88,57345288",,,,
2016-0409-CHN,2016,0409,,Technological,Technological,Miscellaneous accident,Explosion,,Illegal depot,China,CHN,Eastern Asia,Asia,Yulin (Shaanxi province),,,,,,,,,,,,,,2016,10,24,2016,10,24,14,147,,,147,,,,,,,"88,57345288",,,,
2016-0396-CHN,2016,0396,,Technological,Technological,Miscellaneous accident,Collapse,,Building,China,CHN,Eastern Asia,Asia,Wenzhou (Zhejiang province),,,,,,,,,,,,,,2016,10,10,2016,10,10,22,6,,,6,,,,,,,"88,57345288",,,,
2016-0371-CHN,2016,0371,,Natural,Meteorological,Storm,,,Typhoon Carina (Nida),China,CHN,Eastern Asia,Asia,Guangdong Sheng province,,,,,,,,,Kph,,,,,2016,8,2,2016,8,2,,,18000,,18000,,,,,123000,138868,"88,57345288",1,903,,Guangdong Sheng (Adm1). 
2016-0376-CHN,2016,0376,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng provinces",Heavy rains,,,,,,,,Km2,,,,,2016,8,5,2016,8,10,23,,36900,,36900,,,,,130000,146771,"88,57345288",1,900;904;905;912;924;929,,"Chongqing Shi, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Sichuan Sheng, Yunnan Sheng (Adm1). "
2016-0389-CHN,2016,0389,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Yunnan Sheng provinces",,,,,,,,,Km2,,,,,2016,9,18,2016,9,22,23,,,1500,1500,,,,,21000,23709,"88,57345288",1,924;929,,"Sichuan Sheng, Yunnan Sheng (Adm1). "
2016-0352-CIV,2016,0352,,Natural,Hydrological,Flood,,,,Côte d’Ivoire,CIV,Western Africa,Africa,"Danané region (Tonkpi district, Montagnes province)",Heavy rains,,,,,,,,Km2,,,,Cavally,2016,9,28,2016,9,28,20,,,,,,,,,,,"88,57345288",2,,16867,Tonkpi (Adm2). 
2016-0393-CMR,2016,0393,,Technological,Technological,Transport accident,Rail,,,Cameroon,CMR,Middle Africa,Africa,Eseka,Excessive speed,,,,,,,,,,,,,2016,10,21,2016,10,21,75,600,,,600,,,,,,,"88,57345288",,,,
2016-0533-COL,2016,0533,,Natural,Hydrological,Flood,Riverine flood,,,Colombia,COL,South America,Americas,Choco department,,,,,,,,,Km2,,,,San Juan River and Condoto rivers,2016,10,18,2016,10,22,4,,,2200,2200,,,,,,,"88,57345288",1,946,,Choco (Adm1). 
2016-0518-COL,2016,0518,,Natural,Biological,Epidemic,Viral disease,,Yellow fever,Colombia,COL,South America,Americas,"Antioquia, Amazonas, Guainía, Meta, Vaupés, Vichada, Cordoba, Santa Marta departments",,,,,,,,,Vaccinated,,,,,2016,,,2017,1,10,,12,,,12,,,,,,,"88,57345288",1,934;935;947;949;954;965;966,,"Amazonas, Antioquia, Cordoba, Guainia, Meta, Vaupes, Vichada (Adm1). "
2016-0455-COL,2016,0455,,Technological,Technological,Transport accident,Air,,British Aerospace 146,Colombia,COL,South America,Americas,"Cerro Gordo (Union area), near Medellin",,,,,,,,,,,,,,2016,11,28,2016,11,28,71,6,,,6,,,,,,,"88,57345288",,,,
2016-0355-CUB,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',Cuba,CUB,Caribbean,Americas,"Baracoa, Imias, Maisi, San Antonio del Sur districts (Guantanamo province)",,,,,,,,,Kph,,,,,2016,9,28,2016,10,7,,,190000,,190000,,,,,2600000,2935417,"88,57345288",2,,14628;14632;14633;14636,"Baracoa, Imias, Maisi, San Antonio Del Sur (Adm2). "
2016-0355-DOM,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',Dominican Republic (the),DOM,Caribbean,Americas,"Azua, San José de Ocoa, San Juan de la Maguana, Pedernales, Barahona, Independencia, Dajabon, Monte Cristi, Bahoruco, Elias Pina, San Cristobal, Peravia, Santiago Rodriguez, Puerto Plata, Valverde, Santo Domingo, Distrito Nacional, Monsenor Noel, Sanchez Ramirez, Monte Plata, La Vega",,,,,,,,,Kph,,,,Yabacao,2016,10,3,2016,10,4,6,,39,9,48,,,,,,,"88,57345288",1,1108;1109;1110;1111;1112;1116;1118;1120;1122;1123;1124;1125;1128;1129;1131;1133;1134;36855;36856;36857;36858,,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Elias Pina, Independencia, La Vega, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, San Cristobal, San José de Ocoa, San Juan, Sanchez Ramirez, Santiago Rodriguez, Santo Domingo, Valverde (Adm1). "
2016-0317-EGY,2016,0317,,Technological,Technological,Transport accident,Road,,,Egypt,EGY,Northern Africa,Africa,Al-Wadi province,,,,,,,,,,,,,,2016,9,7,2016,9,7,22,,,,,,,,,,,"88,57345288",,,,
2016-0347-EGY,2016,0347,,Technological,Technological,Transport accident,Water,,Migrants,Egypt,EGY,Northern Africa,Africa,Near Rosette,,,,,,,,,,,,,,2016,9,21,2016,9,21,202,,163,,163,,,,,,,"88,57345288",,,,
2016-0496-ESP,2016,0496,,Natural,Hydrological,Flood,Flash flood,,,Spain,ESP,Southern Europe,Europe,"Los Alcázare, Murcia, San Javier cities (Murcia district, Aragon province), Valencia, Castello district (Comunitat Valenciana province), Balears Isl. district (Illes Balears province); Granada, Almeria, Alicante,Terual, ",Heavy rains,,,,,,,,Km2,,,,,2016,12,17,2016,12,19,5,,150,,150,,,,,50000,56450,"88,57345288",2,,25776;25779;25785;25788;25811;25812;25813;25822,"Alicante/Alacant, AlmerÍa, Castell??n/Castell??, Granada, Illes Balears, Murcia, Teruel, Valencia/Valéncia (Adm2). "
2016-0572-ETH,2016,0572,,Technological,Technological,Miscellaneous accident,Other,,Stampede,Ethiopia,ETH,Eastern Africa,Africa,Bishoftu,,,,,,,,,,,,,,2016,10,1,2016,10,1,52,,,,,,,,,,,"88,57345288",,,,
2016-0320-ETH,2016,0320,,Technological,Technological,Miscellaneous accident,Fire,,Jail,Ethiopia,ETH,Eastern Africa,Africa,Addis Abeba,,,,,,,,,,,,,,2016,9,3,2016,9,3,23,9,,,9,,,,,,,"88,57345288",,,,
2016-9495-FSM,2016,9495,,Natural,Climatological,Drought,Drought,,,Micronesia (Federated States of),FSM,Micronesia,Oceania,"Yap, Chuuk regions",,,,,,Yes,,,Km2,,,,,2016,,,2016,5,,,,100000,,100000,,,,,,,"88,57345288",2,,21438,Administrative unit not available (Adm2). 
2016-0394-GHA,2016,0394,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Ghana,GHA,Western Africa,Africa,"Cape Coast Municipal, Abura Asebu Kwamankese, Komenda Edina Eguafo Abrem, Twifo Hermang, Asekuma Odoben Brakwa, Mfantseman districts",,,,,,,,,Vaccinated,,,,,2016,10,21,2016,11,,,172,,,172,,,,,,,"88,57345288",,,,
2016-0334-GRC,2016,0334,,Natural,Hydrological,Flood,,,,Greece,GRC,Southern Europe,Europe,"Kalamata, Thessaloniki cities (Peloponnesse)",Torrential rains,,,,,,,20422,Km2,37.418,22.292,,,2016,9,5,2016,9,8,4,,200,,200,,,,,56000,63224,"88,57345288",2,,16703,Thessalonikis (Adm2). 
2016-0318-GTM,2016,0318,,Natural,Hydrological,Landslide,Landslide,,,Guatemala,GTM,Central America,Americas,Villa Nueva,Heavy rains,,,,,,,,,,,,,2016,9,6,2016,9,7,10,1,45,,46,,,,,,,"88,57345288",2,,64857,Villa Nueva (Adm2). 
2016-0395-NZL,2016,0395,EQ-2016-000116,Natural,Geophysical,Earthquake,Tsunami,,,New Zealand,NZL,Australia and New Zealand,Oceania,"Culverden, Kaikoura (Canterbury province), Wellington province",,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",,,,,8,Richter,-42.725,173.064,00:02,,2016,11,14,2016,11,14,2,50,,,50,,,2100000,2370914,3900000,4403125,"88,57345288",1,2173;2183,,"Canterbury, Wellington (Adm1). "
2016-0361-KOR,2016,0361,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chaba (Chyba?),Korea (the Republic of),KOR,Eastern Asia,Asia,"Busan city (Pusan province), Ulsan city (Kyongsangnam-do province), Cheju-do province (Jeju island), Chollanam-do province, Gyeongju city (Kyongsangbuk-do province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2016,10,5,2016,10,12,9,,1500,,1500,,,,,126000,142255,"88,57345288",1,2431;2433;2440;2441;2442,,"Cheju-do, Chollanam-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan (Adm1). "
2016-0336-NGA,2016,0336,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Nigeria,NGA,Western Africa,Africa,"Akwa Ibom, Bauchi, Benue, Borno, Cross River, Delta, Kaduna, Kwara, nawarawa, Yobe, Zamfara states",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2016,8,14,2016,9,7,28,,1000,,1000,,,,,,,"88,57345288",1,2212,,Akwa Ibom (Adm1). 
2016-0433-PAN,2016,0433,TC-2016-000125,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Otto,Panama,PAN,Central America,Americas,"Veraguas, Chiriquí, Colón, Bocas del Toro, Panama Oeste (Capira district, Panama province); Panama, Panama Oeste",,Flood,"Slide (land, mud, snow, rock)",,,,,120,Kph,,,,,2016,11,21,2016,11,22,7,,12000,,12000,,,,,,,"88,57345288",1;2,2283;93668;93669;93673,23744,"Bocas del Toro, Chiriquí, Colon, Veraguas (Adm1). Capira (Adm2). "
2016-0424-MEX,2016,0424,,Natural,Hydrological,Flood,Flash flood,,,Mexico,MEX,Central America,Americas,"Ciudad Madero, Tampico, Altamira districts (Tamaulipas province), Catemaco district (Veracruz province), Chihuahua district (Chihuahua province) ",Heavy rains,Hail,Lightening,,,,,322162,Km2,23.273,-99.793,,,2016,11,3,2016,11,10,2,,35000,,35000,,,,,,,"88,57345288",2,,19721;20990;20996;21025;21105,"Altamira, Catemaco, Chihuahua, Ciudad Madero, Tampico (Adm2). "
2016-0413-PAK,2016,0413,,Technological,Technological,Industrial accident,Explosion,,Shipyard,Pakistan,PAK,Southern Asia,Asia,Gadani (Balochistan),,Fire,,,,,,,m3,,,,,2016,11,1,2016,11,1,26,59,,,59,,,,,,,"88,57345288",,,,
2016-0356-HND,2016,0356,,Natural,Hydrological,Flood,,,,Honduras,HND,Central America,Americas," Francisco Morazan, Valle, Choluteca, Paraíso provinces ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,10,18,2016,10,20,6,,450000,,450000,,,,,,,"88,57345288",1,1421;1426;1435;1437,,"Choluteca, Francisco Morazan, Paraiso, Valle (Adm1). "
2016-0418-HTI,2016,0418,,Natural,Hydrological,Flood,Riverine flood,,,Haiti,HTI,Caribbean,Americas,"Cap Haitien district (Nord province), Jeremie district (Grand Anse province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,4534,Km2,19.739,-72.587,,,2016,11,5,2016,11,10,13,2,,2780,2782,,,,,,,"88,57345288",2,,17177;17190,"Cap Haitien, Jeremie (Adm2). "
2016-0345-IDN,2016,0345,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Garut, Sumedang districts (Jawa Barat)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,32276,Km2,-7.042,108.238,,Ciamanuk river,2016,9,20,2016,9,22,53,,,8920,8920,,,,,22000,24838,"88,57345288",2,,18012;18027,"Garut, Sumedang (Adm2). "
2016-0425-IDN,2016,0425,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Gorontalo province (North Sulawesi region),Heavy rain,"Slide (land, mud, snow, rock)",,,,,,11225,Km2,0.649,123.245,,,2016,10,23,2016,11,10,2,,4500,,4500,,,,,,,"88,57345288",1,73611,,Gorontalo (Adm1). 
2016-0525-IDN,2016,0525,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Bengawan Solo River,2016,11,30,2016,12,7,10,,105000,,105000,,,,,10000,11290,"88,57345288",1;2,1522,18020;18038;18040;18050;18067;18069;18099;73795,"Kalimantan Barat (Adm1). Bojonegoro, Gresik, Grobogan, Karanganyar, Lebak, Magelang, Merangin, Tuban (Adm2). "
2016-0527-IDN,2016,0527,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bima city, East Rasanae, Mpuda, Raba, Rasanae West, Asakota districts (West Nusa Tenggara province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Paruga River,2016,12,21,2016,12,26,,,105753,,105753,,,,,74000,83546,"88,57345288",2,,73656;73713,"Bima, Kota Bima (Adm2). "
2016-0382-JPN,2016,0382,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Mindulle,Japan,JPN,Eastern Asia,Asia,"Saitama, Hokkaidoo, Tookyoo, Tiba provinces",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2016,8,22,2016,8,22,2,70,3633,,3703,,,,,100000,112901,"88,57345288",1,1661;1684;1690;1693,,"Hokkaidoo, Saitama, Tiba, Tookyoo (Adm1). "
2016-0325-MEX,2016,0325,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,Acapulco (Guerrero state); Chiapas state,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,9,3,2016,9,6,3,,6000,,6000,,,,,,,"88,57345288",1;2,2032,19922,Chiapas (Adm1). Acapulco De Juarez (Adm2). 
2016-0529-MOZ,2016,0529,,Natural,Hydrological,Flood,,,,Mozambique,MOZ,Eastern Africa,Africa,"South of the country and capital, Maputo, Gaza, Inhambane, Nampula,Tete, Sofala",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,10,,2017,1,,47,,165000,,165000,,,,,,,"88,57345288",1,2113;2114;2118;2120;2121;41373,,"Gaza, Inhambane, Maputo, Nampula, Sofala, Tete (Adm1). "
2016-0375-PAK,2016,0375,,Natural,Hydrological,Flood,Flash flood,,,Pakistan,PAK,Southern Asia,Asia,"Balochistan, Sindh provinces",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,8,5,2016,8,8,32,,,2900,2900,,,,,,,"88,57345288",1,2272;2277,,"Balochistan, Sindh (Adm1). "
2016-0553-PAK,2016,0553,,Natural,Hydrological,Flood,Riverine flood,,,Pakistan,PAK,Southern Asia,Asia,"Azad Jammu and Kashmir, Punjab, Federally Administered Tribal Areas (Orakzai), Khyber Pakhtunkhwa, Balochistan, Gilgit-Baltistan",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,3,9,2016,3,29,141,127,,4285,4412,,,,,2000,2258,"88,57345288",1,2272;2273;2275;2276;40408;40409,,"Balochistan, Federally Administered Tribal Areas, Jammu and Kashmir (Administrative unit not available), North-West Frontier, Punjab (Adm1). "
2016-0554-PAK,2016,0554,,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,"Karachi, Hyderabad, Tando Allahyar, Mirpur Khas (Sindh), Balochistan state",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,8,6,2016,8,7,22,60,2900,,2960,,,,,,,"88,57345288",1;2,2272,23683;40392;40393;40394;40395;40399,"Balochistan (Adm1). Hyderabad District, Karachi Central District, Karachi East District, Karachi South District, Karachi West District, Mirpur Khas District (Adm2). "
2016-0456-PHL,2016,0456,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Marce (Tokage),Philippines (the),PHL,South-Eastern Asia,Asia,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",,"Slide (land, mud, snow, rock)",,,,,,55,Kph,,,,,2016,11,23,2016,11,25,,,14309,,14309,,,,,,,"88,57345288",2,,24232;24236;24246;24247;24248;24250;24258;24278;67168;67169,"Aklan, Antique, Capiz, Dinagat, Iloilo, Leyte, Mindoro Oriental, Romblon, Surigao Del Norte, Surigao Del Sur (Adm2). "
2016-0371-PHL,2016,0371,,Natural,Meteorological,Storm,,,Typhoon Carina (Nida),Philippines (the),PHL,South-Eastern Asia,Asia,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Cagayan, Isabela districts (Region II (Cagayan valley) province), Iloilo district (Region VI (Western Visaya) province), Northern Samar district (Region VIII (Eastern Visayas) province), Region IV (Southern Tagalog), CAR, provinces",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2016,7,29,2016,7,29,,,8809,,8809,,,,,,,"88,57345288",1;2,2354;67167,24211;24212;24216;24217;24250;24259,"Cordillera Administrative region (CAR), Region IV (Southern Tagalog) (Adm1). Cagayan, Ilocos Norte, Ilocos Sur, Iloilo, Isabela, Northern Samar (Adm2). "
2016-0461-HUN,2016,0461,ST-2016-000065,Natural,Hydrological,Flood,,,,Hungary,HUN,Eastern Europe,Europe,"Rozsály, Garbolc, Nagyhódos, Méhtelek, Zajta Uszka (Szabolcs-Szatmár-Bereg province)",,Hail,,,,,,,Km2,,,,,2016,6,21,2016,6,21,,,2282,,2282,,,,,,,"88,57345288",1,1455,,Szabolcs-szatmar-bereg (Adm1). 
2016-0546-MOZ,2016,0546,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Mozambique,MOZ,Eastern Africa,Africa,Maputo,,Hail,,,,,,,Kph,,,,,2016,10,24,2016,10,24,12,200,,1500,1700,,,,,1500,1694,"88,57345288",2,,41374,Cidade de Maputo (Adm2). 
2016-0485-IND,2016,0485,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Vardah',India,IND,Southern Asia,Asia,Chennai district (Tamil Nadu province); Andhra Pradesh,,Flood,,,,,,140,Kph,,,,,2016,12,12,2016,12,14,24,,,,,,,200000,225801,1000000,1129006,"88,57345288",1;2,1485,70242,Andhra Pradesh (Adm1). Chennai (Adm2). 
2016-0544-IRN,2016,0544,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Golestan, Amol (Mazandaran Province)",,Flood,,,,,,,Kph,,,,,2016,9,1,2016,9,2,4,,,2000,2000,,,,,,,"88,57345288",1;2,33111,40872,Golestan (Adm1). Amol (Adm2). 
2016-0324-JPN,2016,0324,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Lionrock,Japan,JPN,Eastern Asia,Asia,Iwate,,Flood,,,,,,,Kph,,,,,2016,9,4,2016,9,4,22,,,,,,,,,,,"88,57345288",1,1665,,Iwate (Adm1). 
2016-0390-JPN,2016,0390,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Malakas,Japan,JPN,Eastern Asia,Asia,"Hyogoo, Miyazaki, Oosaka province",,Flood,,,,,,185,Kph,,,,,2016,9,20,2016,9,20,1,,6000,,6000,,,,,,,"88,57345288",1,1662;1674;1682,,"Hyoogo, Miyazaki, Oosaka (Adm1). "
2016-0355-LCA,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',Saint Lucia,LCA,Caribbean,Americas,"Gros-Islet (Region Number 1 province), Castries, Bexon, Marc, (Region Number 8 province), Dennery (Region Number 3 province), Laborie, Vieux- Fort (Region Number 5 province), Micoud (Region Number 4 province), Choiseul (Region Number 6 province)",,Flood,,,,,,,Kph,,,,,2016,9,28,2016,9,28,,,25000,,25000,,,,,,,"88,57345288",1,2608;2610;2611;2612;2613;2615,,"Region Number 1, Region Number 3, Region Number 4, Region Number 5, Region Number 6, Region Number 8 (Adm1). "
2016-0319-MEX,2016,0319,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Newton,Mexico,MEX,Central America,Americas,"Cabo San Lucas city (La Paz district, Baja California Sur province), Oaxaca, Colima, Jalisco provinces",,Flood,,,,,,,Kph,,,,,2016,9,6,2016,9,7,11,,10500,,10500,,,,,50000,56450,"88,57345288",1;2,2035;2041;2047,19573,"Colima, Jalisco, Oaxaca (Adm1). La Paz (Adm2). "
2016-0490-PHL,2016,0490,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Helen (Megi),Philippines (the),PHL,South-Eastern Asia,Asia,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",,Flood,,,,,,,Kph,,,,,2016,9,28,2016,9,28,,,1559,,1559,,,,,,,"88,57345288",2,,24221,Bulacan (Adm2). 
2016-9452-KEN,2016,9452,DR-2016-000118,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Kilifi, Kwale, Tana River, Taita Taveta districts (Coast province), Wajir, Mandera districts (North Eastern province), Marsabit, Makueni, Kitui districts (Eastern province), Samburu district (Rift Valley province), Lamu, Baringo, West Poko, Garissa, Tana river, Isiolo, Laikipia, Turkana, Taita Tavetan Makueni, Narok, Embu (Mbeere), Meru, Tharaka Nithi, Nyeri",Poor performance in the long-rain time period,Food shortage,,,,Yes,,,Km2,,,,,2016,6,,2018,1,,,,3400000,,3400000,,,,,,,"88,57345288",2,,51340;51341;51345;51346;51349;51351;51352;51363;51364;51389,"Kilifi, Kitui, Kwale, Makueni, Mandera, Marsabit, Samburu, Taita Taveta, Tana River, Wajir (Adm2). "
2016-0355-HTI,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',Haiti,HTI,Caribbean,Americas,"Grand’Anse (Jérémie), South (Les Cayes, Les Anglais and Tiburon municipalities), Nippes, South East, West (Leogane, Port-au-Prince) and North West departments, Les Cayes",,,,Yes,,,,,Kph,,,,,2016,9,28,2016,10,7,546,439,2100000,,2100439,,,,,2000000,2258013,"88,57345288",1,1414;1415;1416;1417;72911;72912,,"Grande Anse, Nippes, Nord Ouest, Ouest, Sud, Sud Est (Adm1). "
2016-0404-HTI,2016,0404,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Haiti,HTI,Caribbean,Americas," Sud, Grand'Anse deprtaments",,,,,,,,651177,Vaccinated,,,,,2016,10,,2016,10,,,6096,,,6096,,,,,,,"88,57345288",,,,
2016-0458-IDN,2016,0458,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Dompu district (Nusatenggara Barat Province),,,,,,,,6,Richter,-8.218,117.816,06:40,,2016,8,1,2016,8,1,,,3410,,3410,,,,,,,"88,57345288",2,,18144,Dompu (Adm2). 
2016-0475-IDN,2016,0475,EQ-2016-000127,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",,,,,Yes,,,7,Richter,5.281,96.108,05:00,,2016,12,7,2016,12,7,104,857,85161,,86018,,,,,100000,112901,"88,57345288",2,,17968,Pidie (Adm2). 
2016-0479-IDN,2016,0479,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Karawang, Bandung districts (Jawa Barat province)",,,,,,,,,Km2,,,,Citarum,2016,11,13,2016,11,15,5,,19669,,19669,,,,,,,"88,57345288",2,,18014;73636,"Bandung, Karawang (Adm2). "
2016-0499-IDN,2016,0499,,Technological,Technological,Transport accident,Air,,Military plane,Indonesia,IDN,South-Eastern Asia,Asia,Wamena region,,,,,,,,,,,,,,2016,12,18,2016,12,18,13,,,,,,,,,,,"88,57345288",,,,
2016-0415-IDN,2016,0415,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,Between Malaysia and Batam isl.,,,,,,,,,,,,,,2016,11,2,2016,11,2,60,,,,,,,,,,,"88,57345288",,,,
